PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WKA_NM,IA_AF_WK_CENT,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,PRE_OUTFIT_NOTE,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,GO_OUT_CHK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,YARD_IN_DT,CHECK_SIZE,CHECK_DAY_NIGHT,NOW_WORK,CHECK_WORK,CHECK_IN,CHECK_OUTFITTING,RANK
SN2637,T120P,13.500,16.500,2.900,43.000,HB,02,HB-02,부수이동,P,도장(Paint),20240521,20240603,20240604,생산1,H,1G57300,선행도장부선행도장2과,T120P,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240522,생산1,H,1G57300,선행도장부선행도장2과,20240513,20240513,선행의장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,714
SN2637,D713S,15.700,6.400,4.300,21.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240524,20240529,20240528,생산2,3J,1G58200,선행의장부선행의장1과,D710S,A,대조립(ASSEMBLY),20240603,20240614,20240618,생산2,HN,1H92500,선행의장부신한내의장과,,,,20240524.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,715
SN2637,D351P,15.500,13.700,4.100,38.000,OB,02,OB-02,부수이동,OP,내업의장,20240524,20240603,20240524,생산2,3I,1G58500,선행의장부선행의장2과,D350P,A,대조립(ASSEMBLY),20240603,20240611,20240625,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240528.0,,,,TB_PRNT_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,716
SN2637,D330P,15.500,13.500,4.400,25.000,A4,02,A4-02,부수이동,A,대조립(ASSEMBLY),20240524,20240531,20240528,생산1,A4,1J92300,[가상]전략생산팀(가공그룹)조립2과,D330P,TO,SHOP OUT(검사/OUT),20240603,20240603,20240521,생산1,A4,1J92300,[가상]전략생산팀(가공그룹)조립2과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,6,20240603,1,0,WORK,0,1,1,717
SN2637,D321S,15.900,13.700,4.100,42.000,UC,05,UC-05,선행의장IN,OP,내업의장,20240528,20240605,20240528,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,D320S,A,대조립(ASSEMBLY),20240603,20240610,20240611,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240527.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,718
SN2634,T350P,15.400,16.800,4.500,36.000,HA,02,HA-02,부수이동,P,도장(Paint),20240521,20240603,20240607,생산1,H,1G57300,선행도장부선행도장2과,T350P,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240524,생산1,H,1G57300,선행도장부선행도장2과,20240514,20240515,선행의장,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,719
SN2634,S13GS,42.100,19.600,7.000,0.000,3R43,03,3R43-03,부수이동,P,도장(Paint),20240521,20240531,20240530,생산2,3K,1G57100,선행도장부선행도장1과,S13GS,TK,YARD OUT,20240603,20240604,20240516,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,WORK,0,1,1,720
SN2634,S13GP,42.100,19.600,7.000,0.000,3R42,07,3R42-07,부수이동,P,도장(Paint),20240520,20240531,20240529,생산2,3K,1G57100,선행도장부선행도장1과,S13GP,TK,YARD OUT,20240603,20240604,20240514,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,WORK,0,1,1,721
SN2634,F540C,14.900,14.700,3.400,49.000,3K,01,3K-01,부수이동,P,도장(Paint),20240517,20240531,20240603,생산2,3K,1G57100,선행도장부선행도장1과,F540C,OT,계장 TUBING,20240603,20240603,20240521,생산2,3K,1G57100,선행도장부선행도장1과,20240514,20240510,선행의장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,WORK,0,1,1,722
SN2634,D390S,14.900,13.500,4.400,25.000,UC,11,UC-11,선행의장IN,OP,내업의장,20240528,20240531,20240528,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,D390S,R,TURN OVER,20240603,20240603,20240523,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,723
SN2634,D390P,14.900,13.500,4.400,24.000,UB,05,UB-05,선행의장IN,OP,내업의장,20240527,20240531,20240527,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,D390P,R,TURN OVER,20240603,20240603,20240521,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,724
SN2634,D370P,20.100,13.500,4.400,35.000,3L,04,3L-04,선행의장IN,OP,내업의장,20240523,20240529,20240527,생산2,3J,1G58200,선행의장부선행의장1과,D370P,TP,도장 족장설치(PNT STAGING),20240604,20240604,20240521,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240520.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,6,20240603,1,0,WORK,0,1,1,725
SN2634,D310S,19.700,13.600,5.300,34.000,HB,08,HB-08,부수이동,P,도장(Paint),20240522,20240603,20240604,생산1,H,1G57300,선행도장부선행도장2과,D310S,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240522,생산1,H,1G57300,선행도장부선행도장2과,20240514,20240515,선행의장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,726
SN2616,E520S,14.600,13.600,7.200,30.000,3G,08,3G-08,부수이동,P,도장(Paint),20240516,20240531,20240527,생산2,3K,1G57100,선행도장부선행도장1과,E520S,OI,INSULATION,20240603,20240603,20240510,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,0,6,20240603,1,0,WORK,0,1,1,727
SN2616,D36GP,12.700,21.900,6.900,0.000,HB,01,HB-01,부수이동,P,도장(Paint),20240521,20240603,20240524,생산1,H,1G57300,선행도장부선행도장2과,D36GP,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240510,생산1,H,1G57300,선행도장부선행도장2과,,,,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,728
SN2616,D35GP,13.200,21.900,11.000,0.000,PT6,12,PT6-12,부수이동,P,도장(Paint),20240514,20240603,20240522,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,D35GP,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240508,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,,,,20240516.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,729
SN2615,D560C,6.600,8.100,5.800,23.000,3Q,04,3Q-04,부수이동,P,도장(Paint),20240521,20240603,20240603,생산2,3K,1G57100,선행도장부선행도장1과,D560C,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240521,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,730
SN2612,F41GC,16.200,42.800,14.300,0.000,3B,06,3B-06,부수이동,G,PE(PRE-ERECTION),20240502,20240531,20240605,생산2,3B,1H54100,건조2부선행건조과,F41GC,TH,PE 족장해체(PE DESTAGING),20240603,20240603,20240429,생산2,3B,1H54100,건조2부선행건조과,,,,20240505.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,731
SN2612,D31GP,51.000,13.800,8.600,0.000,3C,05,3C-05,PE착수,T,TOUCH UP,20240527,20240530,20240603,생산2,3C,1H54100,건조2부선행건조과,D31GP,TH,PE 족장해체(PE DESTAGING),20240603,20240603,20240529,생산2,3C,1H54100,건조2부선행건조과,,,,20240508.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,732
SN2609,T110S,15.000,15.300,2.700,84.000,3O,03,3O-03,부수이동,OP,내업의장,20240524,20240531,20240617,생산1,3J,1G58200,선행의장부선행의장1과,T110S,TP,도장 족장설치(PNT STAGING),20240604,20240604,20240610,생산1,3J,1G58200,선행의장부선행의장1과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,6,20240603,1,0,WORK,0,1,1,733
SN2609,T110P,15.000,15.300,2.700,71.000,3I,18,3I-18,선행의장IN,OP,내업의장,20240524,20240531,20240614,생산1,3J,1G58200,선행의장부선행의장1과,T110P,TP,도장 족장설치(PNT STAGING),20240604,20240604,20240607,생산1,3J,1G58200,선행의장부선행의장1과,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,6,20240603,1,0,WORK,0,1,1,734
SN2609,E110S,17.400,16.600,7.800,26.000,3G,04,3G-04,부수이동,P,도장(Paint),20240517,20240603,20240522,생산2,3K,1G57100,선행도장부선행도장1과,E110S,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240507,생산2,3K,1G57100,선행도장부선행도장1과,20240513,20240513,선행의장,20240520.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,735
SN2608,D380S,15.500,13.500,4.400,26.000,UB,07,UB-07,선행의장IN,OP,내업의장,20240527,20240531,20240603,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,D380S,R,TURN OVER,20240603,20240603,20240528,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,736
SN2608,D370S,20.100,13.500,4.400,32.000,3L,10,3L-10,선행의장IN,OP,내업의장,20240528,20240531,20240530,생산2,3J,1G58200,선행의장부선행의장1과,D370S,R,TURN OVER,20240603,20240603,20240524,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,737
SN2607,F41GC,14.000,42.300,14.300,0.000,3C,03,3C-03,PE착수,G,PE(PRE-ERECTION),20240503,20240531,20240605,생산2,3C,1H54100,건조2부선행건조과,F41GC,TH,PE 족장해체(PE DESTAGING),20240603,20240603,20240429,생산2,3C,1H54100,건조2부선행건조과,,,,20240504.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,738
SN2607,F12GC,21.800,17.300,15.600,0.000,3C,14,3C-14,PE착수,G,PE(PRE-ERECTION),20240507,20240531,20240604,생산2,3C,1H54100,건조2부선행건조과,F12GC,TH,PE 족장해체(PE DESTAGING),20240603,20240603,20240426,생산2,3C,1H54100,건조2부선행건조과,,,,20240507.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,739
SN2599,T320S,25.200,15.500,3.100,70.000,3U,04,3U-04,부수이동,P,도장(Paint),20240513,20240603,20240607,생산2,3K,1G57100,선행도장부선행도장1과,T320S,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240524,생산2,3K,1G57100,선행도장부선행도장1과,20240507,20240507,조립,20240514.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,740
SN2599,D330S,15.200,12.900,4.200,24.000,A4,01,A4-01,부수이동,A,대조립(ASSEMBLY),20240524,20240530,20240527,생산1,A4,1J92300,[가상]전략생산팀(가공그룹)조립2과,D330S,TO,SHOP OUT(검사/OUT),20240603,20240603,20240520,생산1,A4,1J92300,[가상]전략생산팀(가공그룹)조립2과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,1,0,6,20240603,1,0,WORK,0,1,1,741
SN2599,D311S,21.900,13.300,4.700,53.000,3J,06,3J-06,선행의장IN,OP,내업의장,20240523,20240603,20240530,생산2,3J,1G58200,선행의장부선행의장1과,D310S,A,대조립(ASSEMBLY),20240603,20240611,20240613,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240522.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,742
SN2599,D121P,15.200,10.200,1.900,34.000,3N,04,3N-04,부수이동,OP,내업의장,20240527,20240603,20240603,생산1,3J,1G58200,선행의장부선행의장1과,D120C,S,소조립(SUB ASSEMBLY),20240603,20240605,20240621,생산1,3J,1G58200,선행의장부선행의장1과,20240528,20240528,선행의장,20240525.0,,,,TB_PRNT_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,1,6,20240603,1,0,WORK,0,1,1,743
SN2599,B12GP,20.000,22.900,9.600,0.000,FA,09,FA-09,PE착수,OG,MAIN 의장,20240517,20240529,20240528,생산1,FA,1J95300,전략생산팀(의장그룹)의장3과,B12GP,LD,적재(Load),20240603,20240603,20240516,생산1,FA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240516.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,744
SN2599,B11GP,20.200,22.900,9.600,0.000,JA,04,JA-04,부수이동,OG,MAIN 의장,20240517,20240529,20240527,생산1,J,1J95300,전략생산팀(의장그룹)의장3과,B11GP,LD,적재(Load),20240603,20240603,20240514,생산1,J,1J95300,전략생산팀(의장그룹)의장3과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,745
SN2591,T10GC,16.500,37.000,3.100,0.000,FC,08,FC-08,PE착수,G,PE(PRE-ERECTION),20240521,20240531,20240530,생산1,FA,1J93100,전략생산팀(건조그룹)건조1과,T10GC,T,TOUCH UP,20240603,20240605,20240520,생산1,FA,1J93100,전략생산팀(건조그룹)건조1과,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,746
SN2591,F620P,12.400,20.000,4.900,34.000,S2,06,S2-06,부수이동,OP,내업의장,20240528,20240603,20240527,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,F620P,TP,도장 족장설치(PNT STAGING),20240604,20240604,20240522,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,6,20240603,1,0,WORK,0,1,1,747
SN2591,E64GC,27.800,14.500,6.900,0.000,OC,06,OC-06,PE착수,G,PE(PRE-ERECTION),20240520,20240531,20240531,생산1,OC,1J93100,전략생산팀(건조그룹)건조1과,E64GC,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240520,생산1,OC,1J93100,전략생산팀(건조그룹)건조1과,,,,20240520.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,748
SN2465,E31PP,30.200,17.700,5.500,0.000,2B7,34,2B7-34,부수이동,OG,MAIN 의장,20240524,20240531,20240530,생산1,5Q,1J95100,전략생산팀(의장그룹)의장1과,E31PP,OA,AIR TEST,20240603,20240604,20240520,생산1,5Q,1J95100,전략생산팀(의장그룹)의장1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,0,6,20240603,1,0,WORK,0,1,1,749
SN2464,S120S,20.000,23.700,3.400,60.000,3L,11,3L-11,부수이동,OP,내업의장,20240527,20240529,20240529,생산2,3J,1G58200,선행의장부선행의장1과,S120S,TP,도장 족장설치(PNT STAGING),20240604,20240604,20240524,생산2,3J,1G58200,선행의장부선행의장1과,20240528,20240528,선행의장,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,6,20240603,1,0,WORK,0,1,1,750
SN2464,D290S,16.000,22.000,4.300,56.000,3R43,07,3R43-07,부수이동,P,도장(Paint),20240516,20240603,20240603,생산2,3K,1G57100,선행도장부선행도장1과,D290S,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240521,생산2,3K,1G57100,선행도장부선행도장1과,20240502,20240502,선행의장,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,751
SN2464,A220P,17.900,10.800,3.800,38.000,PT3,05,PT3-05,부수이동,P,도장(Paint),20240521,20240603,20240530,생산1,H,1G57300,선행도장부선행도장2과,A220P,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240517,생산1,H,1G57300,선행도장부선행도장2과,,,,20240526.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,752
SN2463,T22PC,16.200,38.500,8.000,0.000,8QA,12,8QA-12,부수이동,G,PE(PRE-ERECTION),20240507,20240531,20240430,생산2,GH4,SC00588,금강중공업,T22PC,OU,올리기(BLOCK LIFT UP),20240603,20240603,20240417,생산2,GH4,SC00588,금강중공업,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,753
SN2463,F81GS,15.100,8.400,5.500,0.000,3K,05,3K-05,부수이동,P,도장(Paint),20240516,20240603,20240529,생산2,3K,1G57100,선행도장부선행도장1과,F81GS,TQ,도장 족장해체(PNT DESTAGING),20240604,20240604,20240516,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,6,20240603,1,0,WORK,0,1,1,754
SN2463,E660C,17.300,16.700,1.900,55.000,3I,09,3I-09,부수이동,O,선행의장(OUTFITTING),20240522,20240531,20240604,생산2,3I,1G58500,선행의장부선행의장2과,E660C,TP,도장 족장설치(PNT STAGING),20240604,20240604,20240522,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,6,20240603,1,0,WORK,0,1,1,755
SN2463,D39GC,15.700,39.800,6.400,0.000,8QC,03,8QC-03,부수이동,G,PE(PRE-ERECTION),20240516,20240531,20240521,생산2,8Q,1J56200,건조1부건조1과,D39GC,T,TOUCH UP,20240603,20240605,20240426,생산2,8Q,1J56200,건조1부건조1과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,0,0,6,20240603,1,0,WORK,0,1,1,756
SN2634,S200P,17.100,21.500,10.800,51.000,2B7,13,2B7-13,부수이동,OP,내업의장,20240528,20240531,20240531,생산3,FC4,1L82200,해)선행의장부선행의장3과,S200P,TP,도장 족장설치(PNT STAGING),20240603,20240604,20240528,생산3,FC4,1L82200,해)선행의장부선행의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,757
SN2634,F120C,13.100,14.700,4.300,27.000,3G,05,3G-05,부수이동,P,도장(Paint),20240513,20240531,20240530,생산2,3K,1G57100,선행도장부선행도장1과,F120C,TQ,도장 족장해체(PNT DESTAGING),20240603,20240603,20240517,생산2,3K,1G57100,선행도장부선행도장1과,,,,20240524.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,4,20240601,1,0,WORK,0,1,1,758
SN2634,F11PC,14.800,24.400,3.200,0.000,PT7,21,PT7-21,선행도장이동,P,도장(Paint),20240521,20240531,20240530,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,F11PC,TQ,도장 족장해체(PNT DESTAGING),20240603,20240603,20240516,생산3,FPS,1L43900,(삭제예정) 선행도장부선행도장3과,,,,20240521.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,4,20240601,1,0,WORK,0,1,1,759
SN2616,F420C,12.700,6.500,2.600,7.000,S2,02,S2-02,부수이동,OP,내업의장,20240527,20240531,20240531,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,F420C,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240527,생산1,UA,1J95300,전략생산팀(의장그룹)의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,760
SN2616,E540P,15.000,14.000,3.400,33.000,S1A,04,S1A-04,부수이동,O,선행의장(OUTFITTING),20240520,20240531,20240527,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E540P,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240513,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240517.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,761
SN2616,E530S,15.200,14.100,6.500,33.000,S1B,02,S1B-02,선행의장IN,O,선행의장(OUTFITTING),20240523,20240531,20240527,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,E530S,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240513,생산1,S1,1J95300,전략생산팀(의장그룹)의장3과,,,,20240527.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,762
SN2608,D370P,20.100,13.500,4.400,32.000,3L,10,3L-10,선행의장IN,OP,내업의장,20240527,20240529,20240530,생산2,3J,1G58200,선행의장부선행의장1과,D370P,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240524,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,763
SN2599,A210S,17.900,21.000,9.000,50.000,68,07,68-07,부수이동,OP,내업의장,20240517,20240530,20240516,생산2,3I,1G58500,선행의장부선행의장2과,A210S,TP,도장 족장설치(PNT STAGING),20240603,20240604,20240509,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240522.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,764
SN2599,A210P,17.900,21.000,9.000,52.000,3H,13,3H-13,부수이동,OP,내업의장,20240516,20240530,20240516,생산2,3I,1G58500,선행의장부선행의장2과,A210P,TP,도장 족장설치(PNT STAGING),20240603,20240604,20240509,생산2,3I,1G58500,선행의장부선행의장2과,,,,20240520.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,765
SN2591,F620S,12.400,19.300,4.900,32.000,2P1, ,2P1- ,부수이동,OP,내업의장,20240527,20240531,20240527,생산3,F7Q,1L92300,해)의장부의장1과,F620S,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240522,생산3,F7Q,1L92300,해)의장부의장1과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,766
SN2466,E110P,15.900,11.200,7.600,19.000,HA,05,HA-05,부수이동,P,도장(Paint),20240520,20240531,20240531,생산1,H,1G57300,선행도장부선행도장2과,E110P,TQ,도장 족장해체(PNT DESTAGING),20240603,20240603,20240520,생산1,H,1G57300,선행도장부선행도장2과,,,,20240523.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,3,3,4,20240601,1,0,WORK,0,1,1,767
SN2465,D390S,16.000,19.200,6.600,65.000,2P2,02,2P2-02,부수이동,OP,내업의장,20240429,20240531,20240604,생산3,F7Q,1L92300,해)의장부의장1과,D390S,TP,도장 족장설치(PNT STAGING),20240603,20240605,20240509,생산3,F7Q,1L92300,해)의장부의장1과,,,,20240509.0,,,,TB_SAME_BLK_NOW_AF,사내,작업장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,768
SN2464,S120P,20.000,23.700,3.400,60.000,3L,07,3L-07,부수이동,OP,내업의장,20240527,20240529,20240529,생산2,3J,1G58200,선행의장부선행의장1과,S120P,TP,도장 족장설치(PNT STAGING),20240603,20240603,20240524,생산2,3J,1G58200,선행의장부선행의장1과,,,,20240525.0,,,,TB_SAME_BLK_NOW_AF,사내,적치장,6,5,2024-05-28 17:32:54.050,False,2,3,4,20240601,1,0,WORK,0,1,1,769
